Address; Name; Size
"$017FC";"Fehlersummenzeit: EV von Zyl. 3";"1x1"
"$017FD";"Fehlersummenzeit: EV von Zyl. 4";"1x1"
"$017FE";"Fehlersummenzeit: EV von Zyl. 5";"1x1"
"$017FF";"Fehlersummenzeit: EV von Zyl. 6";"1x1"
"$01800";"Fehlersummenzeit: EV von Zyl. 7";"1x1"
"$01801";"Fehlersummenzeit: EV von Zyl. 8";"1x1"
"$01802";"Fehlersummenzeit: Poti 1, Fahrpedal";"1x1"
"$01803";"Fehlersummenzeit: Poti 2, Fahrpedal";"1x1"
"$01804";"Fehlersummenzeit: Poti Fahrpedal";"1x1"
"$01805";"Fehlersummenzeit: LR-Adaption oberer Bereich";"1x1"
"$01806";"Fehlersummenzeit: LR-Adaption oberer Bereich Bank 2";"1x1"
"$01807";"Fehlersummenzeit: LR-Adaption unterer Bereich";"1x1"
"$01808";"Fehlersummenzeit: LR-Adaption unterer Bereich Bank 2";"1x1"
"$01809";"Fehlersummenzeit: LR-Abweichung";"1x1"
"$0180A";"Fehlersummenzeit: LR-Abweichung Bank 2";"1x1"
"$0180B";"Fehlersummenzeit: Lambdasonden-Heizung hinter Katalysator";"1x1"
"$0180C";"Fehlersummenzeit: Lambdasonden-Heizung hinter Katalysator, Bank 2";"1x1"
"$0180D";"Fehlersummenzeit: Lambdasonden-Heizung vor Katalysator";"1x1"
"$0180E";"Fehlersummenzeit: Lambdasonden-Heizung vor Katalysator, Bank 2";"1x1"
"$0180F";"Fehlersummenzeit: Katalysator-Konvertierung";"1x1"
"$01810";"Fehlersummenzeit: Katalysator-Konvertierung (Bank 2)";"1x1"
"$01811";"Fehlersummenzeit: Kraftstoffkreislauf-Umschaltung Endstufe";"1x1"
"$01812";"Fehlersummenzeit: Klimakompressorsteuerung";"1x1"
"$01813";"Fehlersummenzeit: EKP-Relais Endstufe";"1x1"
"$01814";"Fehlersummenzeit: Klopfregelung Nulltest";"1x1"
"$01815";"Fehlersummenzeit: Klopfregelung Offset";"1x1"
"$01816";"Fehlersummenzeit: Klopfregelung Testimpuls";"1x1"
"$01817";"Fehlersummenzeit: Klopfsensor 1";"1x1"
"$01818";"Fehlersummenzeit: Klopfsensor 2";"1x1"
"$01819";"Fehlersummenzeit: Klopfsensor 3";"1x1"
"$0181A";"Fehlersummenzeit: Klopfsensor 4";"1x1"
"$0181B";"Fehlersummenzeit: Pedalwertgeber Kupplung";"1x1"
"$0181C";"Fehlersummenzeit: Lambda-Sondenalterung hinter Kat.";"1x1"
"$0181D";"Fehlersummenzeit: Lambda-Sondenalterung hinter Kat. (Bank 2)";"1x1"
"$0181E";"Fehlersummenzeit: Lambda-Sondenalterung TP";"1x1"
"$0181F";"Fehlersummenzeit: Lambda-Sondenalterung TP (Bank 2)";"1x1"
"$01820";"Fehlersummenzeit: Lambda-Sondenalterung TV";"1x1"
"$01821";"Fehlersummenzeit: Lambda-Sondenalterung TV (Bank 2)";"1x1"
"$01822";"Fehlersummenzeit: Ladedrucksteuerventil (Endstufe)";"1x1"
"$01823";"Fehlersummenzeit: Leckdiagnosepumpe";"1x1"
"$01824";"Fehlersummenzeit: Leckdiagnosepumpe Endstufe";"1x1"
"$01825";"Fehlersummenzeit: Leerlaufregelung am Anschlag";"1x1"
"$01826";"Fehlersummenzeit: LMM/HLM/HFM";"1x1"
"$01827";"Fehlersummenzeit: Lambda-Sonde hinter Kat";"1x1"
"$01828";"Fehlersummenzeit: Lambda-Sonde 2 hinter Kat";"1x1"
"$01829";"Fehlersummenzeit: Lambda-Sonde vor Kat";"1x1"
"$0182A";"Fehlersummenzeit: Lambda-Sonde 2 vor Kat";"1x1"
"$0182B";"Fehlersummenzeit: Vertauschte Lambda-Sonden vor Kat";"1x1"
"$0182C";"Fehlersummenzeit: Lüfterendstufe A";"1x1"
"$0182D";"Fehlersummenzeit: EV-Luftumfassungsventil Endstufe";"1x1"
"$0182E";"Fehlersummenzeit: Aussetzer, Summenfehler (multiple)";"1x1"
"$0182F";"Fehlersummenzeit: Aussetzer Zyl. 1";"1x1"
"$01830";"Fehlersummenzeit: Aussetzer Zylinder 2";"1x1"
"$01831";"Fehlersummenzeit: Aussetzer Zylinder 3";"1x1"
"$01832";"Fehlersummenzeit: Aussetzer Zylinder 4";"1x1"
"$01833";"Fehlersummenzeit: Aussetzer Zylinder 5";"1x1"
"$01834";"Fehlersummenzeit: Aussetzer Zylinder 6";"1x1"
"$01835";"Fehlersummenzeit: Aussetzer Zylinder 7";"1x1"
"$01836";"Fehlersummenzeit: Aussetzer Zylinder 8";"1x1"
"$01837";"Fehlersummenzeit: Momentbegrenzung Sollmoment";"1x1"
"$01838";"Fehlerschwere : Multifunktionslenkrad";"1x1"
"$01839";"Fehlersummenzeit: Drehzahlgeber";"1x1"
"$0183A";"Fehlersummenzeit: Nockenwellensteuerung";"1x1"
"$0183B";"Fehlersummenzeit: Nockenwellensteuerung Bank2";"1x1"
"$0183C";"Fehlersummenzeit: Nockenwellensteuerungsventil Endstufe";"1x1"
"$0183D";"Fehlersummenzeit: Nockenwellensteuerungsventil Endstufe";"1x1"
"$0183E";"Fehlersummenzeit: Phasensensor";"1x1"
"$0183F";"Fehlersummenzeit: Phasensensor 2";"1x1"
"$01840";"Fehlersummenzeit: LR-Adaption additiver Bereich pro Zeit";"1x1"
"$01841";"Fehlersummenzeit: LR-Adaption additiver Bereich pro Zeit Bank 2";"1x1"
"$01842";"Fehlersummenzeit: LR-Adaption additiver Bereich pro Zündung";"1x1"
"$01843";"Fehlersummenzeit: LR-Adaption additiver Bereich pro Zündung Bank 2";"1x1"
"$01844";"Fehlersummenzeit: Sekundärluftpumpe (Endstufe)";"1x1"
"$01845";"Fehlersummenzeit: Sekundärluft-System";"1x1"
"$01846";"Fehlersummenzeit: Sekundärluft-System Bank 2";"1x1"
"$01847";"Fehlersummenzeit: Sekundärluftventil";"1x1"
"$01848";"Fehlersummenzeit: Sekundärluftventil, Bank 2";"1x1"
"$01849";"Fehlersummenzeit: Sekundärluftventil (Endstufe)";"1x1"
"$0184A";"Fehlersummenzeit: Startautomatik";"1x1"
"$0184B";"Fehlersummenzeit: Startautomatik (Endstufe)";"1x1"
"$0184C";"Fehlersummenzeit: Startsignal";"1x1"
"$0184D";"Fehlersummenzeit: Beschleunigungssensor der Schlechtwegeerkennung";"1x1"
"$0184E";"Fehlersummenzeit: Ansauglufttemperatur TANS";"1x1"
"$0184F";"Fehlersummenzeit: Tankentlüftungssystem";"1x1"
"$01850";"Fehlersummenzeit: Tankentlüftungssystem verstopfte Leitung";"1x1"
"$01851";"Fehlersummenzeit: Tankentlüftungssytem Feinleck";"1x1"
"$01852";"Fehlersummenzeit: Tankentlüftungssystem Leck vorhanden";"1x1"
"$01853";"Fehlersummenzeit: Tankentlüftungsventil Endstufe";"1x1"
"$01854";"Fehlersummenzeit: Tankentlüftungsventil Endstufe  Bank2";"1x1"
"$01855";"Fehlersummenzeit: Temperatur Kühlerausgang";"1x1"
"$01856";"Fehlersummenzeit: Motortemperatur TMOT";"1x1"
"$01857";"Fehlersummenzeit: Umgebungstemperatur TUM";"1x1"
"$01858";"Fehlersummenzeit: Batteriespannung UB (Bordnetz)";"1x1"
"$01859";"Fehlersummenzeit: Funktionsüberwachung: Momentenvergleich";"1x1"
"$0185A";"Fehlersummenzeit: Funktionsüberwachung: Sicherheits-Kraftstoff-Abschaltung";"1x1"
"$0185B";"Fehlersummenzeit: Rechnerüberwachung: RAM";"1x1"
"$0185C";"Fehlersummenzeit: Rechnerüberwachung: ROM";"1x1"
"$0185D";"Fehlersummenzeit: Rechnerüberwachung: Reset";"1x1"
"$0185E";"Fehlersummenzeit: Fahrzeug-Geschwindigkeit";"1x1"
"$0185F";"Fehlersummenzeit: Wegfahrsperre Wechselcode-Ablage";"1x1"
"$01860";"Fehlersummenzeit: Wegfahrsperre";"1x1"
"$01861";"Dummy: Tabellenende";"1x1"
"$0A21D";"Temperatur Steuergerät- Erfassung und Linearisierung";"18x1"
"$0979A";"Verweilzeit für Sekundärluft- Abbruchbedingung";"1x1"
"$0979B";"Mindesteinschaltdauer der Sekundärluftpumpe";"1x1"
"$0979C";"Entprellzeit für Sekundärluft ein im Start bei UBSLSTMN";"1x1"
"$00A4B";"Sperrzeit P-Sprung nach Sondensprung";"7x1"
"$00A5A";"Sperrzeit P-Sprung nach Sondensprung, Bank 2";"7x1"
"$07390";"Wartezeit bis Erkennung blockierter Motor";"1x1"
"$0AD50";"Zeit für Steckerabfall-Erkennung Bremse";"1x1"
"$09B5C";"Sperrzeit nach B_te (TEA aktiv)";"1x1"
"$0A22F";"Zeitintervall für Erfassung SG-Temperatur-Histogramm";"1x1"
"$02344";"Vorzögerungszeit nach S_kl50 1->0 ( Starterabwurf )";"1x1"
"$05FA5";"Schliesszeit";"64x1"
"$067A8";"obere Periodendauergrenze für SVK, Kurztest";"1x1"
"$067AA";"untere Periodendauergrenze für SVK, Kurztest";"1x1"
"$067AC";"obere Periodendauergrenze für die Lambda-Sonde vor Katalysator";"1x1"
"$067AE";"untere Periodengrenze für Lambda-Sonde vor Katalysator";"1x1"
"$0AE78";"Zeit bis Setzwertkorrektur nach Ende Beschleunigen";"8x1"
"$0AE9A";"Zeit bis Setzwertkorrektur nach Ende Verzögern";"8x1"
"$0ACEE";"Zeit für theoretische Sondenbetriebsbereitschaft mit Heizung";"1x1"
"$0ACEE";"Zeit für theoretische Sondenbetriebsbereitschaft mit Heizung";"1x1"
"$0B05E";"Zeit für Tankentlüftungsphase";"1x1"
"$0B060";"Zeit für Tankentlüftungsphase bei eingeschwungener Gemischadaption";"1x1"
"$073A8";"Zeit nach Start bis TEB aktiv wird";"1x1"
"$0A518";"Zeitdauer der Ansteuerung des E-Box Lüfters nach Start";"1x1"
"$0B062";"Maximal Zeit für TE-Stop im Leerlauf bei nicht gesetzten Zyklusflags";"1x1"
"$0739C";"Zeitdauer der Aufsteuerung des TEV bei TEV-Diagnose";"1x1"
"$0739E";"Zeitschwelle für Beginn der TEV-Aufsteuerung bei Tankentlüftungsdiagnose";"1x1"
"$073A0";"Verzögerungszeit für Integratorstart Drehzahl-Auswertung";"1x1"
"$073A2";"Zeitdauer der Drehzahl-Auswertung bei TEV-Diagnose";"1x1"
"$0B064";"Zeit bei der Tankentlüftung für Grundadaption";"1x1"
"$0B066";"Zeitdauer der ersten  Gemischadaptionsphase";"1x1"
"$0B066";"Zeitdauer der ersten  Gemischadaptionsphase";"1x1"
"$0B068";"Zeit für Tankentlüftungsstop wg. Gemischadaption, obere Schwelle";"1x1"
"$0B06A";"Zeit für Tankentlüftungsstop wg. Gemischadaption, untere Schwelle";"1x1"
"$0B06C";"Zeit für Tankentlüftung in erster TE-Phase nach Initialisierung (B_ini)";"1x1"
"$0B06C";"Zeit für Tankentlüftung in erster TE-Phase nach Initialisierung (B_ini)";"1x1"
"$0B06E";"Zeit für Tankentlüftungsphase minimal";"1x1"
"$0B070";"Zeit ab Start für Umschalten auf Dauertankentlüftung";"1x1"
"$0955C";"Batteriespannungsabhängige Verzugszeit des TEV";"6x1"
"$0B072";"Zeit für Tankentlüftung Daueraktivierung, obere Schwelle";"1x1"
"$0B074";"Zeit für Tankentlüftung Daueraktivierung, untere Schwelle";"1x1"
"$0ACDC";"Zeit für Verweildauer der Sonde hinter KAT unter/oberhalb des Sollwertes";"1x1"
"$01A32";"Zeitdauer für Stationärzustand bei temp. UMA-Adaption";"1x1"
"$06CE0";"Zeitübertemperatur nach Start";"1x1"
"$0236B";"Oberer Schwellwert Umgebungstemperatur zur Freigabe DLDP";"1x1"
"$0236C";"Unterer Schwellwert Umgebungstemperatur zur Freigabe DLDP";"1x1"
"$0A1D6";"Umgebungslufttemperatur-Ersatzwert für Motortemperatur-Modell";"1x1"
"$09CDF";"Initialisierungswert Umgebungstemperatur";"1x1"
"$09AAE";"Initialisierungswert Umgebungstemperatur aus TANS";"1x1"
"$00138";"Fehlerzeit bei Bewegungserkennung";"1x1"
"$00139";"Zeitverzögerung zum Einspeichern eines neuen Poti 2 Wertes";"1x1"
"$0013A";"Fehlerzeit bei Vergleich von PWG-Poti 1 und 2";"1x1"
"$0013B";"Fehlerzeit bei Bereichsverletzung von PWG-Poti 1 nach oben";"1x1"
"$0013C";"Fehlerzeit bei Bereichsverletzung von PWG-Poti 1 nach unten";"1x1"
"$0013D";"Fehlerzeit bei Bereichsverletzung von PWG-Poti 2 nach oben";"1x1"
"$0013E";"Fehlerzeit bei Bereichsverletzung von PWG-Poti 2 nach unten";"1x1"
"$00A37";"Zeit für Festhaltung der Sondenspannung nach Impulsbelastung  hinter KAT";"1x1"
"$00095";"Zeit für Festhaltung der Sondenspannung nach Impulsbelastung  vor KAT";"1x1"
"$09B67";"Verzögerungszeit für Störspitzen bei Schubprüfung der Sonde hinter KAT";"1x1"
"$0ACFA";"Verzög.zeit für Erkennung Adernschluß und Sonde mit begr. Spannungshub v.K.";"1x1"
"$0ACFC";"Verzögerungszeit Code für Erkennung Adernschluß Sonde vor KAT";"1x1"
"$0ACF0";"Verzögerunszeit für Erk. Adernschl. Lamdasonde h.KAT (Funkt. Anford. Kurz-Trip)";"1x1"
"$0ACF2";"Verzögerungszeit für Erkennung Adernschluß Lambdasonde hinter KAT";"1x1"
"$09B71";"Verzögerungzeit für Einschalten der Sondenbetriebsbereitschaft hinter KAT";"1x1"
"$09B78";"Verzögerungzeit für Einschalten der Sondenbetriebsbereitschaft vor KAT";"1x1"
"$0ACDE";"Zeitdauer bis Sonden Mager/Fett Erkennung erlaubt";"1x1"
"$0ACFE";"Verzög.zeit für Erkennung niederohmiger Nebenschluß nach Ubatt vor KAT";"1x1"
"$09B68";"Mindestdauer für Steigungsmessung für enable Filter";"1x1"
"$01A13";"Verzögerungszeit bei Kurzschlußerkennung der Lambdasonde";"1x1"
"$01A13";"Verzögerungszeit bei Kurzschlußerkennung der Lambdasonde";"1x1"
"$0ACE0";"Testzeit füt Dauer Anfettung/Abmagerung hinter KAT";"1x1"
"$09B72";"Überwachungszeit für Usmax";"1x1"
"$09B72";"Überwachungszeit für Usmax";"1x1"
"$09CC0";"min. Zeit der Sondenspannung zwischen pos. und neg. Flanke";"1x1"
"$09CC0";"min. Zeit der Sondenspannung zwischen pos. und neg. Flanke";"1x1"
"$09CC1";"max. Zeit der Sondenspannung zwischen pos. und neg. Flanke";"1x1"
"$09CC1";"max. Zeit der Sondenspannung zwischen pos. und neg. Flanke";"1x1"
"$09B69";"Verzögerungszeit nach Über/Unterschreiten der Regelschwelle hinter KAT";"1x1"
"$0ACF4";"Verzög.zeit für Erkennung Adernschluß nach ""Tank leer"" fahren für Sonde h. KAT";"1x1"
"$00154";"Verzögerungszeit für Auswahl DK-Poti 1 im Ersatzbetrieb";"1x1"
"$00155";"Verzögerungszeit für Auswahl DK-Poti 2 im Ersatzbetrieb";"1x1"
"$00156";"Fehlerzeit bei DK-Poti-Auswahl für Ersatzbetrieb";"1x1"
"$06A34";"CO-Korrektur";"8x1"
"$01C98";"Verzögerungszeit nach Schließen der Drosselklappe";"1x1"
"$067A6";"Verzögerungszeit zur Freigabe der DKAT";"1x1"
"$0979D";"Zeitverzögerung Schließen Sekundärluftventil bei Adaption/Kurztrip";"1x1"
"$09B87";"Verzögerungszeit für Bremsschalter-Plausibilitätsprüfung";"1x1"
"$0AD52";"Verzögerungzeit zum Löschen von B_etr";"1x1"
"$0AD54";"Verzögerungzeit zum Setzen von B_etr";"1x1"
"$00098";"Entprellzeit für Heizerendstufenfehler";"1x1"
"$01D7D";"Temperaturabhängige Verzögerungszeit für Fahrstufe AUS";"6x1"
"$01DC9";"Verzögerungszeit für Rücksetzen von B_fil";"1x1"
"$01D83";"Temperaturabhängige Verzögerungszeit für Fahrstufe EIN";"6x1"
"$01D89";"Verzögerungszeit für den Aufbau der Füllung";"1x1"
"$09505";"Einschaltverzögerung der Sondenheizung hinter Kat";"1x1"
"$09506";"Einschaltverzögerung der Sondenheizung vor Kat";"1x1"
"$02AA1";"Verzögerungszeit für Kompressor EIN";"1x1"
"$06B00";"Verzugszeit für Einrechnung Klopfschutz-Einspritzung";"1x1"
"$00063";"Verzögerungszeit für B_kupplv";"1x1"
"$01C99";"Verzögerungszeit für die Information des Kupplungsschalter";"1x1"
"$0005F";"Verzögerung der Differenzbildung um x Sekunden";"1x1"
"$069BC";"Zeitkonstante für Integrator bei vlast-Berechnung";"8x1"
"$01D68";"Verbotszeit für negativen Integratoranteil nach Start";"3x1"
"$01CD8";"Verzögerungszeit MD-Reserve Wegnahme nach TEV-Drehzahlprü.";"1x1"
"$01C93";"Verzögerungszeit für Aktivierung Gemischadaption nach Lambdaregelung aktiv";"1x1"
"$09B5D";"untere Grenze für tv-Korrektur";"1x1"
"$09B5E";"untere Grenze für tv-Korrektur ungleiche Parameter Bank2";"1x1"
"$09B5F";"obere Grenze für tv-Korrektur";"1x1"
"$09B60";"obere Grenze für tv-Korrektur ungleiche Parameter Bank2";"1x1"
"$01EE2";"Geschwindigkeit-Prädiktionshorizont für VMAX-Regelung";"1x1"
"$00157";"Fehlertoleranzzeit bei Bereichsprüfung DK-Poti 1";"1x1"
"$00158";"Fehlertoleranzzeit bei Bereichsprüfung DK-Poti 2";"1x1"
"$00159";"Fehlertoleranzzeit bei Gleichlaufprüfung der DK-Potis";"1x1"
"$0015A";"Fehlertoleranzzeit bei Gleichlaufprüfung DK-Poti 1 und Ersatzwert aus Füllung";"1x1"
"$0015B";"Fehlertoleranzzeit bei Gleichlaufprüfung DK-Poti 2 und Ersatzwert aus Füllung";"1x1"
"$0A3F8";"Haltezeit für die erhöhte Momentenrerserve nach Einlegen der Fahrstufe";"1x1"
"$0A3F9";"Haltezeit für die erhöhte Momentenrerserve nach Drehzahleinbruch";"1x1"
"$09B11";"Verzögerungszeit für Ri-Fehler";"1x1"
"$00AEF";"Verzögerungszeit für TEV zu nach SA-Bereitschaft";"6x1"
"$09068";"Sperrzeit Schubabschalten nach Startende";"5x1"
"$0979E";"Zeitverzögerung Schließen Sekundärluftventil";"1x1"
"$0979F";"Zeitverzögerung Öffnen Sekundärluftventil";"1x1"
"$0B9BE";"Verzögerungszeit für Ansteuerung Abgasklappe nach Start";"1x1"
"$06A10";"Spannungskorrektur";"5x1"
"$06A10";"Spannungskorrektur";"5x1"
"$00011";"Verzögerungszeit für Drosselklappen-Sollwinkel";"1x1"
"$00021";"Wartezeit für Erkennung Bedingung 'driving cycle'";"1x1"
"$0ACC2";"Wartezeit für Ready-Flag der Delta-TV Diagnose (DLSA)";"1x1"
"$019FF";"Wartezeit nach Stoppbedingung für Filter und Integrator";"1x1"
"$0490C";"Zeitkonstante für Drosselklappensollwinkelfilterung";"6x1"
"$0B026";"Mindestprüfzeit für DLSSA-Extremwertbestimmung";"1x1"
"$0A44B";"Wartezeit bis Freigabe der Adaption des Verlustmoments";"1x1"
"$02334";"Wartezeit für Diagnose Startautomatik";"1x1"
"$0738C";"Wartezeit für Diagnose Startsignal";"1x1"
"$09C11";"Solltemperatur bei Anforderung Wärmetauscherschutz, ersetzt FWETRS";"1x1"
"$09710";"Wartezeit für Hochlauf Sekundärluftpumpe";"1x1"
"$0A543";"Wartezeit nach Kompressor schalten für DTEVN";"1x1"
"$01A00";"Wartezeit nach Parameterumschaltung in Lambdaregelung";"1x1"
"$0B1CB";"Wartezeit für Diagnose TMOT-Einschaltbedingung lambda-Regelung";"4x1"
"$09711";"Mindestzeit für ml im Diagnosebereich";"1x1"
"$09712";"Entprellzeit für Fehlermeldung B_mslmin";"1x1"
"$04258";"Zeit für Nockenwellensollwinkel-Spätumschaltung";"1x1"
"$04258";"Zeit für Nockenwellensollwinkel-Spätumschaltung";"1x1"
"$04258";"Zeit für Nockenwellensollwinkel-Spätumschaltung";"1x1"
"$04258";"Zeit für Nockenwellensollwinkel-Spätumschaltung";"1x1"
"$01BF3";"Schwelle Abstellzeit für Wiederholstart";"12x1"
"$0AEBC";"Doppelte Zählerzeitkonstante für FGR-Regler";"8x1"
"$02A69";"Zeitfenster für Zahnerkennung nach UBatt-Einbruch";"1x1"
"$00092";"Sperrzeit fuer Filterinitialisierung";"1x1"
"$07CA0";"Toleranz zwischen Zeit- und Zahnzählererfassung in Timerinkrementen";"1x1"
"$09CAF";"min. Spannungswert für Diagnose Drucksensor Ladedruck";"1x1"
"$09CB0";"max. Spannungswert für Diagnose Drucksensor Ladedruck";"1x1"
"$09CB1";"min. Spannungswert für Diagnose Drucksensor";"1x1"
"$09CB2";"max. Spannungswert für Diagnose Drucksensor";"1x1"
"$06822";"Schrittweite für AUF-Rampe";"1x1"
"$01A33";"Motordrehzahlschwelle für Freigabe UMA-Lernen und Verstärkerabgleich";"1x1"
"$01A34";"Pedalschwelle für UMA-Lernen erlaubt";"1x1"
"$06824";"Abbruchschwelle PID-Summe für ZU-Rampe";"1x1"
"$06826";"Abbruchschwelle PID-Summe für AUF-Rampe";"1x1"
"$01A35";"untere Ansauglufttemperaturschwelle für Lernfreigabe";"1x1"
"$06828";"Schrittweite für ZU-Rampe";"1x1"
"$01A36";"obere Motortemperaturschwelle für Anschlag";"1x1"
"$0682A";"Schwelle für Abspeicherung neuer Lernwerte";"1x1"
"$01A37";"untere Motortemperaturschwelle für Anschlag";"1x1"
"$01A43";"Minimale UBat-Schwelle für Freigabe der CJ400-Endstufendiagnose";"1x1"
"$01A43";"Minimale UBat-Schwelle für Freigabe der CJ400-Endstufendiagnose";"1x1"
"$01A44";"Maximale UBat-Schwelle für Freigabe der CJ400-Endstufendiagnose";"1x1"
"$01A44";"Maximale UBat-Schwelle für Freigabe der CJ400-Endstufendiagnose";"1x1"
"$01A45";"UBat-Schwelle für CJ450-Endstufendiagnose zur Erreichung der IC Übertemperatur";"1x1"
"$01A45";"UBat-Schwelle für CJ450-Endstufendiagnose zur Erreichung der IC Übertemperatur";"1x1"
"$00013";"UBatt-Schwelle für Diagnose CAN-Timeout";"1x1"
"$00013";"UBatt-Schwelle für Diagnose CAN-Timeout";"1x1"
"$00013";"UBatt-Schwelle für Diagnose CAN-Timeout";"1x1"
"$00013";"UBatt-Schwelle für Diagnose CAN-Timeout";"1x1"
"$01A19";"Ubatt - Ersatzwert bei defektem AD - Kanal";"1x1"
"$00096";"Batteriespannungsschwelle zur Freigabe der Sonden-Diagnose";"1x1"
"$00096";"Batteriespannungsschwelle zur Freigabe der Sonden-Diagnose";"1x1"
"$00096";"Batteriespannungsschwelle zur Freigabe der Sonden-Diagnose";"1x1"
"$00096";"Batteriespannungsschwelle zur Freigabe der Sonden-Diagnose";"1x1"
"$00099";"obere Batteriespannungsschwelle für die  Sonden-Diagnose";"1x1"
"$01A1A";"Batteriespannung min. (Netz)";"1x1"
"$01A1B";"Batteriespannung min. (ADC)";"1x1"
"$01A1C";"Batteriespannung max.";"1x1"
"$09C9F";"Batteriespannungsschwelle zur Umschaltung auf tlw";"1x1"
"$0018A";"Batteriespannungsschwelle für Abschalten der Sondenheizung";"1x1"
"$0236D";"Maximale UBATT für DLDP";"1x1"
"$00171";"min. UB-Schwelle für Erkennung defektes MFL";"1x1"
"$0A52A";"Minimale Batterie-Sollspannung";"1x1"
"$097A0";"min. Spannung für Sekundärluft ein";"1x1"
"$097A1";"max. Spannung für Sekundärluft ein";"1x1"
"$097A2";"min.Spannung für Sekundärluft ein im Start";"1x1"
"$02A6A";"Schwelle zur Erkennung UBatt-Einbruch im Start";"1x1"
"$0015C";"Batteriespannungsschwelle für Umschaltung auf verstärktes Signal von DK-Poti 1";"1x1"
"$0015D";"Batteriespannungsschwelle für Umschaltung auf unverstärktes Signal von DK-Poti 1";"1x1"
"$01A38";"Batteriespannungsschwelle für Lernfreigabe";"1x1"
"$0682C";"Nennwert-Spannung DK-Poti 1 in NLP-Stellung";"1x1"
"$0682E";"Nennwert-Spannung DK-Poti 2 in NLP-Stellung";"1x1"
"$06830";"max. Spannung DK-Poti 1 am unteren DK-Anschlag";"1x1"
"$06832";"min. Spannung DK-Poti 1 am unteren DK-Anschlag";"1x1"
"$06834";"Spannung DK-Poti 1 am unt. DK-Anschlag, Initial. Wert";"1x1"
"$01A39";"Nennumschaltschwelle zur DK-Poti-1-Umschaltung";"1x1"
"$06836";"Nennhub der Drosselklappe im DV-E, (Poti 1)";"1x1"
"$0015E";"Maximale zulässige Spannung von DK-Poti 1";"1x1"
"$0015F";"Minimale zulässige Spannung von DK-Poti 1";"1x1"
"$06838";"Nennverstärkung für DK-Poti 1";"1x1"
"$0683A";"max. Offsetfehler für DK-Poti-1-Verstärker";"1x1"
"$0683C";"min. Offsetfehler für DK-Poti-1-Verstärker";"1x1"
"$0683E";"unt. Grenze für ob. Abgleichpkt. DK-Poti 1";"1x1"
"$06840";"ob. Grenze für unt. Abgleichpkt. DK-Poti 1";"1x1"
"$06842";"ob. Wert Verstärkungsfehler für Verstärker";"1x1"
"$06844";"unt. Wert Verstärkungsfehler für Verstärker";"1x1"
"$06846";"max. Spannung DK-Poti 2 am unteren DK-Anschlag";"1x1"
"$06848";"min. Spannung DK-Poti 2 am unteren DK-Anschlag";"1x1"
"$0684A";"Spannung DK-Poti 2 am unt. DK-Anschlag, Initial. Wert";"1x1"
"$00160";"Maximale zulässige Spannung von DK-Poti 2";"1x1"
"$00161";"Minimale zulässige Spannung von DK-Poti 2";"1x1"
"$0684C";"Spannungsoffset zur Erkennung des Loslösens";"1x1"
"$0684E";"Spannungsoffset am unteren Anschlag";"1x1"
"$06850";"max. möglicher Offset der temp. UMA-Adaption";"1x1"
"$00186";"Spannungsschwelle für DIA/KR Grundoffset Verstärker";"1x1"
"$00067";"Integratorspannungsschwelle für Dia KS - Auswerteschaltung Testimpuls";"1x1"
"$0B4CE";"Obere Referenzspannungsschwelle DIA KS";"16x1"
"$0B4EE";"untere Referenzspannungsschwelle DIA KS";"16x1"
"$01C95";"Motorübertemperatur-Schwelle";"1x1"
"$01D99";"Übersetzungsverhältnis abh. vom eingelegten Gang";"14x1"
"$0009A";"Schwellwert für bestromte Heizerendstufe";"1x1"
"$0009B";"Schwellwert für stromlose Heizerendstufe";"1x1"
"$0009B";"Schwellwert für stromlose Heizerendstufe";"1x1"
"$09507";"Nennspannung für die Sondenheizung";"1x1"
"$0457A";"gangabhängiger NW-Umdrehungszähler für NMAX Regelung";"7x1"
"$07A62";"";"1x1"
"$07A62";"";"1x1"
"$0AD4E";"Nennwert für DV-E Potiversorgungsspannung";"1x1"
"$0013F";"Maximale Spannung von Poti 1 im Leergaspunkt";"1x1"
"$00140";"Untere Begrenzung PWG-Poti-Spannung vor Vergleich Poti 1 und 2";"1x1"
"$00141";"Obere Schranke für PWG-Poti-1-Spannung";"1x1"
"$00142";"Untere Schranke für PWG-Poti-1-Spannung";"1x1"
"$00143";"Obere Schranke für PWG-Poti-2-Spannung";"1x1"
"$00144";"Untere Schranke für PWG-Poti-2-Spannung";"1x1"
"$00145";"Oberer Hysterese-Schaltpunkt zur Kick-Down-Erkennung aus Potispannung";"1x1"
"$00146";"Unterer Hysterese-Schaltpunkt zur Kick-Down-Erkennung aus Potispannung";"1x1"
"$00147";"Oberer PWG-Spannungswert für Umnormierung auf Pedalwert";"1x1"
"$00148";"PWG-Spannungsschwelle für Teilgasbereich";"1x1"
"$00149";"Teillastschwelle der PWG-Spannung in Hochohmigkeitsprüfung";"1x1"
"$0014A";"Unterer PWG-Spannungswert für Umnormierung auf Pedalwert";"1x1"
"$0014B";"Unterer Spannungswert zur Umnormierung bei erkanntem Bewegungsfehler";"1x1"
"$0014C";"PWG-Spannungsschwelle für Vollgasbereich";"1x1"
"$067B8";"obere Schwelle f. Erk. Adernschluß und defekte Sonde mit begrenztem Spannungshub";"1x1"
